Category,Product,Unit,Price,Slash Price,Savings,Percent savings,Details Link,Start URL
Beverages,3 Legs Cooling Water 6X200Ml,6 x 200 ml,9.60,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/3-legs-cooling-water-6x200ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=10"" target=""_blank"">Start URL</a>"
Beverages,3 Legs Cooltopia Cooling Water Guava 320Ml,320 ml,3.25,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/3-legs-cooltopia-cooling-water-guava-320ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=5"" target=""_blank"">Start URL</a>"
Beverages,3 Legs Cooltopia Cooling Water Lychee 320Ml,320 ml,3.25,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/3-legs-cooltopia-cooling-water-lychee-320ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=10"" target=""_blank"">Start URL</a>"
Beverages,3 Legs Cooltopia Cooling Water Zesty Lime 320Ml,320 ml,3.25,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/3-legs-cooltopia-cooling-water-zesty-lime-320ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=17"" target=""_blank"">Start URL</a>"
Beverages,7Up 500Ml,500 ml,2.70,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/7up-500ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=3"" target=""_blank"">Start URL</a>"
Beverages,7Up Can 320Ml,320 ml,1.95,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/7up-can-320ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=4"" target=""_blank"">Start URL</a>"
Beverages,7Up Can 4X320Ml,4 x 320 ml,7.75,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/7up-can-4x320ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=17"" target=""_blank"">Start URL</a>"
Beverages,7Up Revive 12X320Ml,12 x 320 ml,1.95,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/7up-revive-12x320ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=13"" target=""_blank"">Start URL</a>"
Beverages,A&W Sarsaparilla 1.5L,1.5 liter,3.99,4.50,0.51,11.30,"<a href=""https://vgg.bites.com.my/collections/beverages/products/a-w-sarsaparilla-1-5l"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=6"" target=""_blank"">Start URL</a>"
Beverages,A&W Sarsaparilla 500Ml,500 ml,2.40,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aw-sarsaparilla-500ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=6"" target=""_blank"">Start URL</a>"
Beverages,Acqua Panna Still Water (Pet) 100Cl,100cl,11.65,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/acqua-panna-still-water-pet-100cl"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=4"" target=""_blank"">Start URL</a>"
Beverages,Ah Huat Rtd Herbal Tea 310Ml,310 ml,2.60,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ah-huat-rtd-herbal-tea-310ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=20"" target=""_blank"">Start URL</a>"
Beverages,Ah Huat White Coffee Classic 15X28G,15 x 28 g,14.35,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ah-huat-white-coffee-classic-15x28g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=10"" target=""_blank"">Start URL</a>"
Beverages,Ah Huat White Coffee H/Nut & Cane Sugar 15X38G,15 x 38 g,19.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ah-huat-white-coffee-h-nut-cane-sugar-15x38g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=14"" target=""_blank"">Start URL</a>"
Beverages,Ah Huat White Coffee Low Fat N/Sugar 15X20Gm,15 x 20 g,18.00,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ah-huat-white-coffee-low-fat-nsugar-15x20gm"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=6"" target=""_blank"">Start URL</a>"
Beverages,Ah Huat White Coffee Low Fat No Sugar 15X20G,15 x 20 g,18.00,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ah-huat-white-coffee-low-fat-no-sugar-15x20g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=2"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Apple 20X40G,20 x 40 g,12.49,13.55,1.06,7.80,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-apple-20x40g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=3"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Camomile&Lemongrass 20S,20 pcs,11.89,12.50,0.61,4.90,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-camomile-lemongrass-20s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=9"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Ceylon 20Tb,,12.10,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-ceylon-20tb"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=8"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Cold Brew Lemon And Lime 20Tb,,13.80,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-cold-brew-lemon-and-lime-20tb"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=10"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Cold Brew Mango & Lychee 20S,20 pcs,13.80,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-cold-brew-mango-lychee-20s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=10"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Cold Brew Peach And Passion Tea 20Tb,,13.80,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-cold-brew-peach-and-passion-tea-20tb"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=2"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Darjeeling 20Tb,,14.20,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-darjeeling-20tb"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=10"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Detox 20S,20 pcs,11.89,12.50,0.61,4.90,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-detox-20s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=2"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Earl Grey 100S,100 pcs,19.99,21.95,1.96,8.90,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-earl-grey-100s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=3"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Eng Breakfast 25Tb,,6.70,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-eng-breakfast-25tb"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=8"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Eng.Breakfast 100S,100 pcs,19.99,21.90,1.91,8.70,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-eng-breakfast-100s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=9"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Englsh Tea No.1 40G 20S,20 pcs,12.10,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-englsh-tea-no-1-40g-20s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=8"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Fruit Tea Selection 20Tb,,12.49,14.90,2.41,16.20,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-fruit-tea-selection-20tb"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=2"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Green Tea 100S,100 pcs,19.99,21.40,1.41,6.60,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-green-tea-100s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Green Tea Pure 20X40G,20 x 40 g,11.39,12.15,0.76,6.30,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-green-tea-pure-20x40g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=3"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Jasmine Green Tea 100S,100 pcs,19.99,22.70,2.71,11.90,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-jasmine-green-tea-100s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Jasmine Romance 20X40G,20 x 40 g,11.39,12.55,1.16,9.20,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-jasmine-romance-20x40g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=3"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Lemon&Ginger 20S,20 pcs,11.89,12.50,0.61,4.90,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-lemon-ginger-20s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=9"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Lemon&Lime 20X40G,20 x 40 g,12.49,13.55,1.06,7.80,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-lemon-lime-20x40g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=8"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea London Blend 100Tb,,14.99,15.70,0.71,4.50,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-london-blend-100tb"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=15"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea London Blend 25Tb,,5.70,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-london-blend-25tb"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=17"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Mango 20X40G,20 x 40 g,12.49,13.55,1.06,7.80,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-mango-20x40g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=3"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Peach&Passion 20X40G,20 x 40 g,12.49,13.55,1.06,7.80,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-peach-passion-20x40g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=8"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Peppermint&Lemon 20S,20 pcs,11.89,12.50,0.61,4.90,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-peppermint-lemon-20s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=9"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Raspberry Indulgence 20S,20 pcs,12.49,13.55,1.06,7.80,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-raspberry-indulgence-20s"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=10"" target=""_blank"">Start URL</a>"
Beverages,Ahmad Tea Strawberry 20X40G,20 x 40 g,12.49,13.55,1.06,7.80,"<a href=""https://vgg.bites.com.my/collections/beverages/products/ahmad-tea-strawberry-20x40g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=3"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong Chocolate Cafe Art 12X40G,12 x 40 g,14.29,15.90,1.61,10.10,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-chocolate-cafe-art-12x40g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=13"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong Chocolate Hazelnut Cafe Art 12x38G,12 x 38 g,14.29,15.90,1.61,10.10,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-chocolate-hazelnut-cafe-art-12sx38g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=25"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong Chocolate Kosong Cafe Art 12x38G,12 x 38 g,14.29,15.90,1.61,10.10,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-chocolate-kosong-cafe-art-12sx38g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=25"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong Chocolate Mint Cafe Art 12x38G,12 x 38 g,14.29,15.90,1.61,10.10,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-chocolate-mint-cafe-art-12sx38g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=25"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong Kopi O 80x10G,80 x 10 g,35.10,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-kopi-o-80sx10g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=21"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong Kopi-O Bag 12X18G,12 x 18 g,11.60,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-kopi-o-bag-12x18g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=10"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong Kopi-O Bag 20X10G,20 x 10 g,11.60,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-kopi-o-bag-20x10g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=20"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong Kopi-O Bag 2In1 20x15G,20 x 15 g,14.50,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-kopi-o-bag-2in1-20sx15g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=20"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong Kopi-O Bag Plus 15X14G,15 x 14 g,11.60,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-kopi-o-bag-plus-15x14g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=20"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong Matcha Cafe Art 12X25G,12 x 25 g,15.80,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-matcha-cafe-art-12x25g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=21"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong White Coffee Hazelnut 12X38G,12 x 38 g,15.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-white-coffee-hazelnut-12x38g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=17"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong White Coffee Kosong 12X30G,12 x 30 g,15.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-white-coffee-kosong-12x30g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=17"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong White Coffee Less Sweet 12X38G,12 x 38 g,15.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-white-coffee-less-sweet-12x38g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=17"" target=""_blank"">Start URL</a>"
Beverages,Aik Cheong White Coffee Original 12X38G,12 x 38 g,15.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aik-cheong-white-coffee-original-12x38g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=17"" target=""_blank"">Start URL</a>"
Beverages,Aj Amino Vital Jelly Drink Amino Acid & Citric Acid Lemon 180Ml,180 ml,9.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aj-amino-vital-jelly-drink-amino-acid-citric-acid-lemon-180ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=18"" target=""_blank"">Start URL</a>"
Beverages,Aj Amino Vital Jelly Drink Apple 180Ml,180 ml,9.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aj-amino-vital-jelly-drink-apple-180ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=18"" target=""_blank"">Start URL</a>"
Beverages,Aj Amino Vital Jelly Drink Diet Exercise 180Ml,180 ml,9.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/aj-amino-vital-jelly-drink-diet-exercise-180ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=18"" target=""_blank"">Start URL</a>"
Beverages,Alicafe T/A Genseng 20x20G,20 x 20 g,13.99,15.00,1.01,6.70,"<a href=""https://vgg.bites.com.my/collections/beverages/products/alicafe-t-a-genseng-20sx20g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=25"" target=""_blank"">Start URL</a>"
Beverages,Alicafe T/A Ginseng 5In1 Karamel 36G,36 g,19.70,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/alicafe-t-a-ginseng-5in1-karamel-36g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=19"" target=""_blank"">Start URL</a>"
Beverages,Alicafe T/A Ginseng 5In1 Original 30G,30 g,18.69,19.70,1.01,5.10,"<a href=""https://vgg.bites.com.my/collections/beverages/products/alicafe-t-a-ginseng-5in1-original-30g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=6"" target=""_blank"">Start URL</a>"
Beverages,Alicafe Tongkat Ali 250Ml,250 ml,3.29,3.55,0.26,7.30,"<a href=""https://vgg.bites.com.my/collections/beverages/products/alicafe-tongkat-ali-250ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=18"" target=""_blank"">Start URL</a>"
Beverages,Andros Jelly Juice Apple 90G,90 g,4.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/andros-jelly-juice-apple-90g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=23"" target=""_blank"">Start URL</a>"
Beverages,Andros Jelly Juice Mango 90G,90 g,4.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/andros-jelly-juice-mango-90g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=23"" target=""_blank"">Start URL</a>"
Beverages,Andros Jelly Juice Peach 90G,90 g,4.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/andros-jelly-juice-peach-90g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=23"" target=""_blank"">Start URL</a>"
Beverages,Andros Jelly Juice Strawberry 90G,90 g,4.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/andros-jelly-juice-strawberry-90g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=23"" target=""_blank"">Start URL</a>"
Beverages,Andros Jelly Juice Watermelon 90G,90 g,4.90,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/andros-jelly-juice-watermelon-90g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=23"" target=""_blank"">Start URL</a>"
Beverages,Anlene Gold Sp 950G,950 g,43.50,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/anlene-gold-sp-950g"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,Arabus Rstd & Ground Coffee Crml Macchi 230Ml,230 ml,6.69,7.00,0.31,4.40,"<a href=""https://vgg.bites.com.my/collections/beverages/products/arabus-rstd-ground-coffee-crml-macchi-230ml"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=7"" target=""_blank"">Start URL</a>"
Beverages,Arizona Fruit Punch 22Fl Oz,,7.00,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/arizona-fruit-punch-22fl-oz"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=6"" target=""_blank"">Start URL</a>"
Beverages,Arizona Lemon Tea Big Can 22Fl Oz,,7.00,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/arizona-lemon-tea-big-can-22fl-oz"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=10"" target=""_blank"">Start URL</a>"
Beverages,Arizona Lemonade 22Fl Oz,,7.00,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/arizona-lemonade-22fl-oz"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=2"" target=""_blank"">Start URL</a>"
Beverages,Arizona Mucho Mango 22Fl Oz,,7.00,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/arizona-mucho-mango-22fl-oz"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=7"" target=""_blank"">Start URL</a>"
Beverages,Arizona Orangeade 22Fl Oz,,7.00,,,,"<a href=""https://vgg.bites.com.my/collections/beverages/products/arizona-orangeade-22fl-oz"" target=""_blank"">Details</a>","<a href=""https://vgg.bites.com.my/collections/beverages?page=4"" target=""_blank"">Start URL</a>"
